X,Y,Fuel_Type_Code,Station_Name,Street_Address,Station_Phone,Groups_With_Access_Code,Access_Days_Time,Cards_Accepted,EV_Level2_EVSE_Num,EV_Network,EV_Network_Web,Date_Last_Confirmed,Updated_At,Open_Date,Facility_Type,EV_Pricing,OBJECTID,Latitude,Longitude,ID
1450379.99992055,535889.999935061,ELEC,SOLIS DILWORTH EV 1,1010 Kenilworth Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2016/06/24 00:00:00+00,,,173,35.208459,-80.840133,76525
1448239.99993546,541590.000017971,ELEC,"CHARLOTTE, NC S TRYON ST 1",501 S Tryon St,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2016/09/07 00:00:00+00,,,174,35.224011,-80.847647,78303
1436789.99986963,499211.000130475,ELEC,"CHARLOTTE, NC CATS I-485 4",9512 South Blvd,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2016/09/07 00:00:00+00,,,175,35.106994,-80.883287,78305
1451470.00003713,541220.000101805,ELEC,"CHARLOTTE, NC CMPD LEC 1",601 E. Trade St.,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2016/09/08 00:00:00+00,,,176,35.223157,-80.836819,78355
1410209.99988014,519369.99983865,ELEC,HARRIS TEETER HT 003,4821 Berwick Town Center Dr,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2016/12/08 00:00:00+00,,,177,35.160957,-80.973479,80109
1471480.0000433,478061.00010772,ELEC,LANTOWER WAVERL SW EV2,11809 Providence Rd,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2016/12/21 00:00:00+00,,,178,35.050642,-80.766069,80325
1446700.00006272,635687.000143811,ELEC,TOWN HALL TOWN HALL 1,21445 Catawba Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2017/06/23 00:00:00+00,,,179,35.482427,-80.858705,85648
1448810.00010781,542181.000148311,ELEC,SPECTRUM BLDG B2 1,300 S Tryon St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2017/07/20 00:00:00+00,,,180,35.225662,-80.845776,85987
1450800.00006481,516143.000059053,ELEC,Albemarle Corp,4350 Congress St,,Public,24 hours daily,,10,Non-Networked,,2021/01/14 00:00:00+00,2021/03/11 23:22:17+00,2016/07/01 00:00:00+00,OFFICE_BLDG,,181,35.154231,-80.837508,86027
1447739.99995121,541981.999890149,ELEC,Duke Energy,526 S Church St,,Private,Employee and fleet use only,,4,Non-Networked,,2020/09/03 00:00:00+00,2021/12/02 16:20:32+00,2020/01/06 00:00:00+00,UTILITY,,182,35.225061,-80.849351,86063
1447470.00016314,542758.99997656,ELEC,Duke Energy,410 S Mint St,,Private,Employee and fleet vehicle use only,,21,Non-Networked,,2020/09/03 00:00:00+00,2021/10/19 20:40:34+00,2019/01/02 00:00:00+00,UTILITY,,183,35.227182,-80.850301,86068
1428269.9998493,560907.000097811,ELEC,Duke Energy,610 Toddville Rd,,Private,Employee and fleet vehicle use only,,10,Non-Networked,,2020/09/03 00:00:00+00,2021/11/11 16:46:47+00,2020/08/31 00:00:00+00,UTILITY,,184,35.276037,-80.915771,86079
1454390.00010264,515727.999904811,ELEC,HARRIS TEETER MORCROFT,3908 Colony Rd,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2017/10/20 00:00:00+00,,,185,35.153275,-80.825473,88081
1453440.00003414,515587.999856725,ELEC,RSP GARAGE RSP EV1,6621-6665 S Park Dr,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2017/11/03 00:00:00+00,,,186,35.152842,-80.828638,88291
1460679.99998981,550297.999990389,ELEC,NOVEL NODA EV CHARGER 01,424 E 36th St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2018/03/07 00:00:00+00,,,187,35.248562,-80.806547,92421
1423289.9999668,510526.000138223,ELEC,EPROPERTY FIRST FLOOR GW,9101-9199 Sessions St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2018/04/17 00:00:00+00,,,188,35.137368,-80.929169,95012
1423299.9999468,510465.999930143,ELEC,EPROPERTY FIRST FLOOR GW2,2401-2621 Silver Cres Dr,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2018/04/17 00:00:00+00,,,189,35.137204,-80.929129,95013
1451009.99997288,544155.000137314,ELEC,525 N Tryon Street Garage,525 N. Tryon Street,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,Blink Network,http://www.blinkcharging.com/,2021/12/03 00:00:00+00,2021/12/03 22:55:11+00,2017/02/07 00:00:00+00,,Level 2: $0.49 per kWh,190,35.231197,-80.838546,95586
1448569.99993163,540510.99987939,ELEC,WHOLE FOODS MKT CHARLOTTE STA 1,400 E Stonewall St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2018/05/26 00:00:00+00,,,191,35.221064,-80.84649,98566
1443969.9999453,537222.999893725,ELEC,DCC DECK PREFERRED PKNG,1916 Doggett St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2018/07/11 00:00:00+00,,,192,35.211793,-80.861685,99678
